weiboID,sentenceID,sentence,opinionated,polarity
11930,4,哗众取宠而已……,Y,NEG
11937,1,#韩寒方舟子之争# 方舟子提出质疑是所有作家都无法自证的。,N,NA
11937,2,按他的逻辑，所有作家都无法证明那些作品是他自己写的。,N,NA
11937,3,方舟子真的有够恶心,Y,NEG
11938,1,#韩寒方舟子之争#真好笑！,N,NA
11938,2,跟着方舟子像狗一样叫嚣无理取闹的还少吗？,Y,NEG
11938,3,你们骂韩迷没素质那你怎么不扭头看看你们那些素质低劣的人，他们的脏话就像从粪池里刚出来的一样散发着让人作呕的味道！,Y,NEG
11938,4,那些起哄的把新仇旧仇一并拉了出来，满口脏话，逮到机会瞎扯蛋，能让哪一个韩迷冷静？,N,NA
11939,1,#韩寒方舟子之争#没有人愤怒并不代表这个社会不需要愤怒，韩寒只是敢于批判社会，敢于说真话，代表了我们对这个社会的愤怒，即使他真的是代笔，这份批判社会勇气也是可嘉的，我们依然会喜欢他的文。,Y,POS
11939,2,方舟子也许另有目的，他扯蛋的很,Y,NEG
11941,1,#韩寒方舟子之争#方舟子、疯狗是你家亲戚？,Y,NEG
11959,1,#韩寒方舟子之争#方舟子，你就是一楼楼长！！,Y,NEG
11961,1,#韩寒方舟子之争#事实是，方舟子的转基因宣传虚假得是如此明显，连他的坚定支持者熊蕾、司马南都不肯相信。,Y,NEG
11963,1,#韩寒方舟子之争#怎么争韩寒和方舟子的名声也臭了,Y,NEG
11967,1,#韩寒方舟子之争#方舟子就是这个邪恶社会结出的怪胎。,Y,NEG
11967,2,满世界的假货工商局不管，假文凭教育局不管，假职称人事局不管，假新闻报道宣传部不管，毒大米毒奶粉地沟油假药假疫苗食品卫生部门不管，弄一个既不专业又无权威私欲膨胀的方舟子打假可笑不？,N,NA
11967,3,政府部门雇佣五毛颠倒黑白制造假民意方舟子为何不打？,N,NA
11969,1,#韩寒方舟子之争#方舟子挺无聊的。,Y,NEG
11973,1,#韩寒方舟子之争#我个人观点，方舟子就一心里极度变态、扭曲、嫉妒他人的一猥琐男！,Y,NEG
11973,2,这从他的相貌和他的声音就能判断了！,N,NA
11973,3,可现在他却成了英雄一般，各位可好好思考原因！,N,NA
11982,1,#韩寒方舟子之争#支持韩寒，韩寒写的书我很喜欢，说他抄袭？,N,NA
11982,2,方子舟你又写什么让我喜欢的了？,N,NA
11982,3,韩寒是一个勤奋、上进、个性、孝顺活的真实的平凡青年，只不过把他放在很高的一个平台上，所以，有的人嫉妒，有的人仰慕，那又怎么了？,Y,POS
11982,4,我觉得写的出好书的作家，内心一样纯净！,Y,POS
11983,1,#韩寒方舟子之争#方舟子有文化的流氓，真可怕，支持韩寒,Y,NEG
11985,1,#韩寒方舟子之争#果断挺韩寒 方舟子扯什么淡…,Y,NEG
11987,1,#韩寒方舟子之争#说起方舟子的为人，大家都应该知道是个不错的的人。,Y,POS
11987,2,韩寒我不认识，但是根据韩寒的脸型来看，并不是什么善良的人，后了我才知道韩寒，继而又从韩寒的“文史水平”、“写作能力”方面打假论证韩寒曾接受“代笔”，都是真的，他的写作能力还不如我，所以我支持方舟子，但是我又疑惑。,Y,NEG
11989,1,#韩寒方舟子之争#方舟子，方死人，一個至死方休，你方錯了人，就應該道歉，為人者應以道尊之，在西方，是不是狗屁就道理啊，這是中國，你有本事就一個諾貝爾看看，蓄勢子，不是方舟子，需柿子不是方舟子，聖經看多了還以為你是諾亞方舟麼，方舟子可笑可笑，須柿子可悲可悲，一架方舟已壞,Y,NEG
11991,1,#韩寒方舟子之争#方粥子变疯狗了,Y,NEG
11995,1,#韩寒方舟子之争#方舟子是个蹩脚的文学改编爱好者。,Y,NEG
12006,1,[em]e689[/em]：#韩寒方舟子之争#如果韩寒败了，臭了，那么中国的文学创作者们都可以歇笔了，手稿也能造假，身边的人都是伪证，你们还敢写下去么？,N,NA
12006,2,你方舟子活像一只疯狗，不敢上法庭因为你没证据，你没证据就一直主观论断强词夺理，欲加之罪何患无辞，白痴都看得出来你在抱私怨，没理还非要说出理来，,Y,NEG
12014,1,#韩寒方舟子之争#方舟舟啊，您又忘了吃药吧，您是不是准备说完韩寒再去和胡xx搅基啊,Y,NEG
12016,1,#韩寒方舟子之争#一看方舟子就恶心,Y,NEG
12018,1,#韩寒方舟子之争#一个有正常思维的人，都明白他是被包装打造出来的所谓形象代言人。,N,NA
12018,2,一个智商平庸、能力底下的人却受到如此的吹捧，这是社会的悲哀。,Y,NEG
12018,3,把一个既愚蠢又无知的人推向公众，该谴责的是那些粉饰他的人，是因为他们的无能而导致。,Y,NEG
12018,4,如果你果真是人士，就应该自己面对社会，而不应如此愚弄大众。,N,NA
12036,1,#韩寒方舟子之争#方舟子就一傻B！,Y,NEG
12036,2,韩寒人缘这么好，有什么可以质疑的，只有强奸不成反被操的份。,N,NA
12036,3,好好的不要总想去挑战权威，建议你吧韩寒换成郭敬明~_~！,N,NA
12036,4,那样你又能做回好人了““““““““““““““““““““““,N,NA
12037,1,#韩寒方舟子之争#方舟子真无聊，没事除了说别人假学历假作品，就没干些好事。,Y,NEG
12037,2,不管别人是真是假，别人有本事混到现在的社会位置，你有什么呢。。,N,NA
12037,3,只有靠名人上位。。。,N,NA
12047,1,#韩寒方舟子之争#方舟子就脑残，今天搞韩寒，有种去搞郭敬明。,Y,NEG
12047,2,手稿不能做证据？,N,NA
12047,3,难道方舟子写的日记也改动N多？,N,NA
12047,4,又不是公式演算。。。,N,NA
12053,1,#韩寒方舟子之争#你们谅解哈，方舟子有毛病,Y,NEG
12054,1,#韩寒方舟子之争# 说起来，方舟子和麦田这两个人，我更恶心麦田。,N,NA
12054,2,方舟子好歹是定目标一直冲，虽有很多无理取闹之处但也表现出他的倔强与固执。,Y,POS
12054,3,而这个麦田，出尔反尔，觉得闹不过韩寒了就道歉，发现方舟子这个强有力靠山就又出来质疑。,Y,NEG
12054,4,方舟子若是美国人，麦田整个就是日本人……,N,NA
12054,5,各位童鞋，你更恶心谁？,N,NA
12055,1,#韩寒方舟子之争#方是在神经病医院，甲钴胺片吃多了。,Y,NEG
12059,1,#韩寒方舟子之争#韩粉果然病句连连呵呵。,Y,NEG
12060,1,#韩寒方舟子之争#为什么外界一直评论韩寒叛逆，不羁呢？,Y,NEG
12060,2,现在我们回过头来看他当年的视频资料，一次次的拒绝谈论写作话题，一次次的语无伦次，一次次的支支吾吾，一次次的脸红害羞，全都指向一个点，那就是作品不是出自自己之手。,Y,NEG
12060,3,有人代笔一直是他背在身上最重的包袱。,N,NA
12067,1,#韩寒方舟子之争#如果韩寒败了，臭了，那么中国的文学创作者们都可以歇笔了，手稿也能造假，身边的人都是伪证，你们还敢写下去么？,N,NA
12067,2,你方舟子活像一只疯狗，不敢上法庭因为你没证据，你没证据就一直主观论断强词夺理，欲加之罪何患无辞，白痴都看得出来你在抱私怨，没理还非要说出理来，社会的肿瘤~,Y,NEG
12075,1,#韩寒方舟子之争#一场无聊的闹剧！,Y,NEG
12077,1,#韩寒方舟子之争#方舟子是想让自己更加出名吗？？？？？？,Y,NEG
12078,1,#韩寒方舟子之争#方舟子就是在耍无赖,Y,NEG
12080,1,#韩寒方舟子之争#韩寒是个骗子，2月都过完了，也没见真正的起诉结果，看来这厮心虚，起诉不过是装装样子罢了，可惜方舟子不是吓大的，根本不理会，韩寒骗子起诉一事只好不了了之了。,Y,NEG
12085,1,#韩寒方舟子之争#方舟子就是一神经病，纯碎的臆想狂，愿他早日康复吧...,Y,NEG
12092,1,#韩寒方舟子之争#韩寒，一个80后的赛车手，竟被称为著名作家，且不说他有没有做假，敢问哪里来的思想，哪里来的经历；,N,NA
12092,2,我在他身上看到的是虚荣，是浮躁，谈吐没有思想，没有深度，怎能让人相信是一个真正的作家？,Y,NEG
12104,1,#韩寒方舟子之争# 方舟子，你真能扯、,Y,NEG
12107,1,#韩寒方舟子之争#一只专咬名人的狗，搅屎棍！,Y,NEG
12114,1,#韩寒方舟子之争#什么都不说了昂…,N,NA
12114,2,冷静！,N,NA
12114,3,大道理别放这说，方秃子屎着呢,Y,NEG
12121,1,#韩寒方舟子之争#方舟子就跟个得狂犬似的乱咬韩寒,Y,NEG
12124,1,#韩寒方舟子之争#方舟子你是老民残弱而不知，文老而不时新，人腐而不知众，滩漓深泽欲弄人。,Y,NEG
12124,2,无花知老果，骗人，人途是非，,N,NA
12133,1,#韩寒方舟子之争#方舟子就是一泼皮，脸皮可以媲美铜墙铁壁，刀枪不入，得泼硫酸,Y,NEG
12134,1,#韩寒方舟子之争#个人觉得方舟子这样的人数与心理变态，见不得人过得好，谁好就找谁的麻烦！,Y,NEG
12136,1,#韩寒方舟子之争#韩寒真他妈是个傻逼，怎么看怎么恶心。,Y,NEG
12140,1,#韩寒方舟子之争#……,N,NA
12140,2,无语方舟子傻逼 ……,Y,NEG
12324,1,#韩寒方舟子之争#以前觉得方舟子是好人，现在才知道他是个小人！！,Y,NEG
12339,1,#韩寒方舟子之争#方舟子没事找事。,Y,NEG
12350,1,#韩寒方舟子之争#方舟子不务正业，吃饱了就是找茬，一段时间没有他了。,Y,NEG
12350,2,想提高知名度就出来诬陷人家。,N,NA
12350,3,国家培养你这么些年，自己的业务不好好研究。,N,NA
12350,4,这种人算什么东西！,Y,NEG
12354,1,#韩寒方舟子之争#再一次表示，坚决挺韩寒。。。。,N,NA
12354,2,清者自清，浊者自浊，方舟子不过是哗众取丑。,Y,NEG
12354,3,该打的假不打，不该打的瞎打，纯粹是没事找事型的。。。,Y,NEG
12384,1,#韩寒方舟子之争#看韩寒好像是应该长得帅，有才华的的一个人。,Y,POS
12384,2,但是现在从韩寒的脸型可以看出他不是什么善良的人，那段视频中的韩寒好像是在跟我们讲冷笑话。,Y,NEG
12384,3,方舟子则不同了，那视频长的他坚定，严谨，严肃地对待这件事，所以我支持你方舟子，但是大多数的人还是支持韩寒，法院可能让韩寒起诉，不公平。,Y,POS
12388,1,#韩寒方舟子之争# 肘子只知道咬人、貌似大义凛然、却是实实在在的炒作、写好攻击点、然后有选择的去找所谓的证据、就像明明眼前站着一个人、他却不承认、怎么都不承认、非要让韩寒、像让子弹飞里的六子才好、肘子贱人……,Y,NEG
12392,1,#韩寒方舟子之争#    四个字。。。,N,NA
12392,2,没事闲的。。。,Y,NEG
12392,3,方舟子。,N,NA
12392,4,有空回家带孩子去吧。。,Y,NEG
12392,5,估计能学会点你不会的。。。。,N,NA
12394,1,#韩寒方舟子之争#挺韩寒-方舟子只是闲得慌-中国有句话：嫉妒心害死人-,Y,NEG
12399,1,#韩寒方舟子之争#方舟子是属疯狗的吧，逮谁咬谁啊~借着韩寒想出名~还真是疯了~,Y,NEG
12405,1,#韩寒方舟子之争#韩寒敢说,Y,POS
12408,1,#韩寒方舟子之争#韩寒虚伪得好似一颗毒瘤，若不及时切除，后患无穷。,Y,NEG
12408,2,所幸的是这次遭方舟子拍砖，只好现起阿Q精神。,N,NA
12409,1,#韩寒方舟子之争#方舟子有意思吗？,Y,NEG
12409,2,我看他现在只不过是抹不下面子而已，大家理解理解，其余的人，只是想炒作罢了，挺韩寒~,Y,NEG
12412,1,#韩寒方舟子之争#方舟子可笑可笑，須柿子可悲可悲，一架方舟已壞----破阵子可修可修，美美子害羞害羞，几量汗牛完好一——小子开飞机刚过悬崖,Y,NEG
12413,1,#韩寒方舟子之争#鄙视方舟子，他是美国人养的一条疯狗，一下咬这个，一下咬那个，当年xxx雇人用铁锤把他砸死就好了，现在这样半脑瘫不脑瘫的，给社会添麻烦。,Y,NEG
12413,2,鄙视方舟子！,N,NA
12413,3,鄙视方舟子！！,N,NA
12413,4,鄙视方舟子！！！！！！！,N,NA
12430,1,#韩寒方舟子之争#真理往往掌握在少数人手中，但少数人必须服从多数人，何况这根本就是谬论，纯属无稽之谈……,N,NA
12430,2,方，一个2B中年……,Y,NEG
12430,3,SB一个……,Y,NEG
12432,1,#韩寒方舟子之争#方舟子没事惹事- -,Y,NEG
12435,1,#韩寒方舟子之争#方肘子火了吧？,N,NA
12435,2,更出名了吧？,N,NA
12435,3,无耻。,Y,NEG
12445,1,#韩寒方舟子之争#方舟子就是闲的 蛋 疼、,Y,NEG
12451,1,#韩寒方舟子之争#方舟子跟本就是无济之谈，那么喜欢质疑别人，又拿不出证据，浪费别人时间。,Y,NEG
12451,2,韩寒有和他理论的功夫说不定又写出一本大销的书来呢！,N,NA
12451,3,是实胜于雄辩！,N,NA
12454,1,#韩寒方舟子之争#我觉得方舟子就是太极端了，这种人最假，太叫人讨厌了,Y,NEG
12526,1,#韩寒方舟子之争#方舟子闲得没事干有病吧……,Y,NEG
12526,2,韩寒支持你到底   ！！！,N,NA
12669,1,/呲牙/呲牙#韩寒方舟子之争#呵呵，好笑真好笑 /呲牙,Y,NEG
12701,1,#韩寒方舟子之争#方舟子  不过是哗众取宠…,Y,NEG
12701,2,不管韩寒是否造假、但就为其作文宗旨是我们必须要支持的,N,NA
12706,1,方舟子就是个大傻逼#韩寒方舟子之争#,Y,NEG
13713,1,#假和尚搂女子#这两个和尚兄弟太不像话了啊！,Y,NEG
13713,2,/差劲,Y,NEG
13719,1,#假和尚搂女子#现在的庙都商业化了，少林上市，小庙好多都被人承包掉了。。,N,NA
13719,2,这个世界肿么这么疯狂！！！！,Y,NEG
13721,1,#假和尚搂女子#解决生理，不值得在网上  谈   作者无聊  找块棉花撞死了事  让网络安静一会,Y,NEG
13723,1,#假和尚搂女子#太给力了呀/酷,Y,NEG
13725,1,#假和尚搂女子#这年头还有什么是真的？,Y,NEG
13727,1,#假和尚搂女子# TNN这社会什么都可能发生/难过,Y,NEG
13729,1,#假和尚搂女子#/弱/鄙视,Y,NEG
13732,1,#假和尚搂女子#呵呵太好玩了。,Y,POS
13733,1,#假和尚搂女子#有那个傻得和尚吗，穿着衣服这么明显，还带美女去开房,Y,NEG
13738,1,#假和尚搂女子#疯狂的社会  哈哈哈哈哈哈哈哈哈哈和好,Y,NEG
13742,1,#假和尚搂女子#是人才还是人渣。,Y,NEG
13742,2,还有那俩是女人 还是贱人，光天化日的招摇过市，它们想干嘛?,Y,NEG
13742,3,混蛋东西/吐/发怒,Y,NEG
13755,1,#假和尚搂女子#奇人啊,Y,POS
13770,1,#假和尚搂女子#太不是人了，现在和尚们真有本事糊弄人,Y,NEG
13772,1,#假和尚搂女子#挺好玩的,Y,POS
13792,1,#假和尚搂女子#呵呵，这个社会越来越先进了，啥创意都有,Y,NEG
13796,1,#假和尚搂女子#玛德    不要脸的太多了啊        唉,Y,NEG
13804,1,#假和尚搂女子#tmd;和尚也是男人，是男人就会有需要。,N,NA
13804,2,你们以为自己比他们好啊？,N,NA
13804,3,虚伪。。。,Y,NEG
13816,1,#假和尚搂女子#有个性,Y,POS
13817,1,#假和尚搂女子#和尚 哥也知道你寂寞 ，可是你太鸡巴猖狂了。,Y,NEG
13817,2,好好呢当什么鸡巴和尚嘛 简直就是做事不鸡巴达草稿,Y,NEG
13821,1,#假和尚搂女子#唉这世道和尚是假的、胸是假的、奶粉也是假的。,Y,NEG
13821,2,难怪杜甫突然变忙了。,N,NA
13821,3,/抠鼻,N,NA
13830,1,#假和尚搂女子# 装和尚求关注啊！,N,NA
13830,2,他们出名了~~臭名远扬,Y,NEG
13844,1,#假和尚搂女子#假冒和尚？,N,NA
13844,2,真是林子大了什么鸟都有，好玩还是借此出名啊？,N,NA
13844,3,真是无耻！,Y,NEG
13847,1,#假和尚搂女子#不法之徒#伤风败俗！！！,Y,NEG
13847,2,/咒骂/差劲,Y,NEG
13860,1,#假和尚搂女子#太有才了,Y,POS
13865,1,#假和尚搂女子#“和尚”无修行，俩女子更无赖，还不如引诱唐长老的众女妖，人家是为了加快成仙的途径好从善，可她们却是为了出彩而亵渎宗教。,Y,NEG
13865,2,呜呜...,N,NA
13865,3,都是祖宗无积德啊！,N,NA
13866,1,#假和尚搂女子#连日来在微博中一直热传两名“和尚”搂着女人逛街、开房的照片。,N,NA
13866,2,昨日下午这两名因搂女人逛街而在微博上迅速蹿红的假和尚，在法源寺拍照时被寺内僧众认出并报警。,N,NA
13866,3,目前这对“和尚兄弟”已交由警方处理。,N,NA
13866,4,唉，这算什么事，有病！,Y,NEG
13866,5,如此玷污佛教也不怕有报应。,Y,NEG
13869,1,#假和尚搂女子#我擦啊，怎么恶搞啊，这个和尚真悲催。。。。。。,Y,NEG
13871,1,#假和尚搂女子#哇、、好有才哦！,Y,POS
13871,2,哈哈,N,NA
13872,1,#假和尚搂女子#    装犊子   显富啊？,Y,NEG
13872,2,就你们这样的不他们罚你么到吐血    才怪,N,NA
13878,1,#假和尚搂女子#如今骗子太多什么样的都有，佛门净土也被这些败类玷污了，可恨！,Y,NEG
13878,2,/发怒,N,NA
13893,1,#假和尚搂女子#绝对的炒作，想出名想疯了，一群疯子,Y,NEG
13895,1,#假和尚搂女子#坑蒙拐骗的和尚啊，该善掉,Y,NEG
13898,1,#假和尚搂女子# 悲哀啊,Y,NEG
13924,1,#假和尚搂女子#太猖狂！,Y,NEG
13932,1,#假和尚搂女子#这种人死后一定下油锅,Y,NEG
13948,1,#假和尚搂女子#这些人脑子被驴踢了！,Y,NEG
13983,1,#假和尚搂女子#是骗子就要处理，关键这个事件影响恶劣，使人们对佛教的教义产生怀疑和排斥，太过分了！,Y,NEG
13985,1,#假和尚搂女子# 我喜欢济公这样的颠和尚，鲁智深这样的花和尚。,Y,POS
13985,2,佛如果真是为普度众生而存在的，那么为什么要让善男信女们对他敬畏呢？,N,NA
13985,3,而应该是对佛感觉亲切和爱戴的吧。,N,NA
13985,4,有多少所谓的真和尚在故弄玄虚，欺蒙着善男信女们的虔诚和香火钱呢？！,Y,NEG
13988,1,#假和尚搂女子#                 气死人了和尚,Y,NEG
13990,1,#假和尚搂女子#【两假和尚搂女子逛街，被警察抓获。,N,NA
13990,2,】 也许那句“没文化真可怕”用在他俩身上，再恰当不过了。,Y,NEG
13991,1,#假和尚搂女子#这人太色了,Y,NEG
13992,1,#假和尚搂女子#六根未净啊，，， 哈哈哈,Y,NEG
13994,1,#假和尚搂女子#  哈哈 这假和尚太牛啦， 现在这个社会的和尚不像以前不喝酒不吃肉 现在的和尚吃喝嫖赌样样俱全。,Y,NEG
13995,1,#假和尚搂女子#不专业/衰,Y,NEG
14002,1,#假和尚搂女子#这种人，禽兽，不知道他把他妈咋教育他们的,Y,NEG
14014,1,#假和尚搂女子#  哇唔， 这 个 够 劲 爆 、,Y,POS
14022,1,#假和尚搂女子#阿弥陀佛，我佛慈悲，对这等以佛祖名义到处招摇撞骗之徒还是让他们早升极乐世界到佛祖脚下洗清罪过吧！,Y,NEG
14025,1,#假和尚搂女子#这些大骗子，真想一个巴掌扇死一个。,Y,NEG
14038,1,#假和尚搂女子#   真和尚也没几个好东西·,Y,NEG
14039,1,#假和尚搂女子#这世界越来越奇怪了,Y,NEG
14041,1,#假和尚搂女子#你们真强悍！,Y,NEG
14068,1,#假和尚搂女子#呵呵 现在和尚太疯狂了   我也想做和尚,Y,NEG
14069,1,#假和尚搂女子#牛啊。,Y,NEG
14069,2,现在和尚的文化高，待遇好，还有假打的了、,Y,NEG
14071,1,#假和尚搂女子#很开放,Y,NEG
14077,1,#假和尚搂女子#这两家伙太嚣张,Y,NEG
14114,1,#假和尚搂女子#欠揍！~,Y,NEG
14114,2,找什么刺激不好，偏偏假扮和尚。,N,NA
14114,3,他是恶魔的子弟，破坏佛门形象，堕阿鼻地狱吧！~,Y,NEG
14114,4,人渣。,Y,NEG
14125,1,#假和尚搂女子#说个直接点的：和尚与妓女有得一比。,N,NA
14125,2,妓女再怎么说也是辈自己的本事去挣钱，虽说有违道德，但怎么说也是自食其力啊。,N,NA
14125,3,而和尚呢，一天到晚宝相威严，一张破嘴愚昧了多少人的思想。,N,NA
14125,4,在某方面还不如妓女。,N,NA
14125,5,我鄙视这些人。,N,NA
14125,6,社会的蛀虫。,Y,NEG
14127,1,#假和尚搂女子#太牛了，竟然冒充和尚泡妞，这还像话吗？,Y,NEG
14127,2,这简直是太快张了！！！,Y,NEG
14130,1,#假和尚搂女子#假和尚是挂羊头卖狗肉,Y,NEG
14135,1,#假和尚搂女子#有辱佛门,Y,NEG
14180,1,#假和尚搂女子#这是对佛的不尊重，你们都会下地狱的,Y,NEG
14181,1,#假和尚搂女子#净他妈扯淡,Y,NEG
14187,1,#假和尚搂女子#嗨，世风日下，人心不古啊。,N,NA
14187,2,那女子也有点贱，非同流即同伙吧，抑或脑残傻呆加无知。,Y,NEG
14200,1,#假和尚搂女子#和尚也是男人嘛，只不过他们也太不注意形象了,Y,NEG
14202,1,#假和尚搂女子#伤风败俗，不管如来佛祖如何处置你，不过先让警察叔叔先处理你们吧，如果是假和尚的话，那么你假冒什么不好为啥假冒个和尚那。,Y,NEG
14203,1,#假和尚搂女子# 该，你披着人皮不扮人事、,Y,NEG
14228,1,#假和尚搂女子#这两个花和尚真是牛人啊!,Y,NEG
14232,1,#假和尚搂女子#还真恶心,Y,NEG
14238,1,#假和尚搂女子#真可恨，,Y,NEG
14258,1,#假和尚搂女子#牛b啊  哥们开挂了吧,Y,NEG
14263,1,#假和尚搂女子#和尚不守佛门清规戒律，“荤”的    一塌糊涂，什么心态，如此招摇，有辱佛门净地，我佛慈悲，也不会任由俩假和尚玷污佛教形象的。,Y,NEG
14277,1,#假和尚搂女子#为了出名吧？,N,NA
14277,2,那也太傻冒了，哈哈！,Y,NEG
14289,1,#假和尚搂女子#真TM不要Face.,Y,NEG
14293,1,#假和尚搂女子#这和尚真有种//.   不会是!:,Y,NEG
14293,2,黑社会的和尚吧!,N,NA
14293,3,如果和尚都有一个黑社会集团那可牛了/憨笑,Y,NEG
14294,1,#假和尚搂女子#。。。,N,NA
14294,2,这年头和尚也潇洒。。。。,Y,NEG
14311,1,#假和尚搂女子#真不要脸    毁坏人家和尚的名誉包,Y,NEG
14317,1,#假和尚搂女子#太搞笑啦   什么时代,Y,NEG
14341,1,#假和尚搂女子#这两头猪动了凡心，佛主一定会把他们收走的，阿弥陀佛,Y,NEG
14342,1,#假和尚搂女子#这世道太乱了,Y,NEG
14344,1,#假和尚搂女子# 当今这社会什么都有假的。,N,NA
14344,2,连行善积德的和尚都拿来假，真是有辱中华民族的之传统美德。,N,NA
14344,3,此等人应/鄙视！,Y,NEG
14344,4,口殊笔伐之！,Y,NEG
14344,5,/白眼,N,NA
14354,1,#假和尚搂女子#操你妈狗日的败类,Y,NEG
14361,1,#假和尚搂女子#真是2头烂驴 想想出名也不要这样吧,Y,NEG
14367,1,#假和尚搂女子#也太不是人了。,Y,NEG
14367,2,无耻,Y,NEG
14395,1,#假和尚搂女子# 丢人！,Y,NEG
14398,1,#假和尚搂女子#无信仰  无畏惧 的人真恐怖！！！！,Y,NEG
14398,2,堪比畜生~~~,Y,NEG
14411,1,#假和尚搂女子#这世道啊，太那个了,Y,NEG
14418,1,#假和尚搂女子#年轻的那个家伙太牛了,Y,NEG
14423,1,#假和尚搂女子#垃圾和尚,Y,NEG
14439,1,#假和尚搂女子#可恶尤其是那俩女的感到恶心。,Y,NEG
14440,1,#假和尚搂女子#可以再恶心一点吗;特别那俩女人;污点!,Y,NEG
14450,1,#假和尚搂女子# 伤风败俗！,Y,NEG
14451,1,#假和尚搂女子#  那么猖狂、。,Y,NEG
14465,1,#假和尚搂女子#这些和尚迟早要遭天打雷劈的........,Y,NEG
14469,1,#假和尚搂女子#现在和尚也疯狂啊，牛逼啊,Y,NEG
14470,1,#假和尚搂女子#花和尚，还俗,Y,NEG
14471,1,#假和尚搂女子# 现在这个社会太多假货了,Y,NEG
14472,1,#假和尚搂女子#这世道都疯癫了，怎么出名怎么来，真是无耻，拿宗教来说事造势，真应该下地狱，中国人就是太多人没有信仰，所以活得恬不知耻！！！,Y,NEG
14498,1,#假和尚搂女子#好   牛 插啊,Y,NEG
14505,1,#假和尚搂女子#哎..和尚都这么奔放了,Y,NEG
14513,1,#假和尚搂女子#秀逗了吧,Y,NEG
12728,1,#奖状植入广告#唉，希望我以后得的奖状不要植入广告,N,NA
12729,1,#奖状植入广告#广告从娃娃抓起,N,NA
12730,1,#奖状植入广告#其实也没啥，以前用的各种东西还不都是某某企业赞助什么的，广告无处不在，一点惊讶没有~~~ /得意,Y,POS
12731,1,#奖状植入广告# /吓 /惊讶 /发呆油菜……,N,NA
12731,2,/疑问,N,NA
12732,1,#奖状植入广告# 给个奖状就行。,N,NA
12732,2,/白眼,Y,NEG
12738,1,#奖状植入广告#商家真是无孔不入，但是要适可而止！,Y,NEG
12739,1,#奖状植入广告#不应该的，这样影响的是一代人的思想！,Y,NEG
12740,1,#奖状植入广告# 又一个新的媒介,N,NA
12741,1,#奖状植入广告#这想钱想疯了，干吗不植入杰士邦,Y,NEG
12742,1,#奖状植入广告# /擦汗现在都这样，又能怎么样，社会风气越来越不如以前了，真担心将来的后代,Y,NEG
12758,1,#奖状植入广告#真特么有头脑。,Y,POS
12759,1,#奖状植入广告#   该怎么说那。。。。,N,NA
12760,1,#奖状植入广告#校长很由商业头脑,Y,POS
12762,1,#奖状植入广告#没话说了,Y,NEG
12763,1,#奖状植入广告#商人真的商不起，这还是奖状吗？,Y,NEG
12763,2,奖状什么时候这么不值钱了,Y,NEG
12764,1,#奖状植入广告#就这样一个学校，校长和全体主管教师，都是娘胎里头埋了臭铜钱的种了,Y,NEG
12765,1,#奖状植入广告#嗨，在我们学校这TM太正常了。。。,Y,POS
12765,2,石家庄（第二）外国语学校的顶起！,N,NA
12766,1,#奖状植入广告#你随便说几句话不知道就植入多少广告，,N,NA
12767,1,#奖状植入广告#教育本身是一种事业，在中国变成一种产业。,Y,NEG
12776,1,#奖状植入广告#国人很会做生意,Y,POS
12777,1,#奖状植入广告#╭∩╮（︶︿︶）╭∩╮鄙视你！-_-,Y,NEG
12777,2,|||，真的伤不起,N,NA
12778,1,#奖状植入广告#广告已经无孔不入了,Y,NEG
12779,1,#奖状植入广告#改日~小孩子额门头也植入广告吧~,Y,NEG
12780,1,#奖状植入广告#表示中国教育很扯淡,Y,NEG
12781,1,#奖状植入广告#让小学生了解社会状况未尝不可#新人报到#,N,NA
12782,1,#奖状植入广告# 广告、无懈可击,Y,POS
12783,1,#奖状植入广告#认为学校做的不错的人也太恶搞了吧,Y,NEG
12784,1,#奖状植入广告#我没看到奖状啊！,N,NA
12785,1,#奖状植入广告#这社会无处没广告！,Y,NEG
12785,2,??,N,NA
12786,1,#奖状植入广告#都是有才人,N,NA
12787,1,#奖状植入广告# 忽悠人的,Y,NEG
12788,1,#奖状植入广告#校长是人才,Y,POS
12789,1,#奖状植入广告# 省经费？,N,NA
12789,2,省给你自己吧？,N,NA
12789,3,以前我们初中，别人赞助了3万，可学校只用了几千块……,N,NA
12789,4,其余的哪去了？,N,NA
12789,5,跑校长兜里了……,Y,NEG
12809,1,#奖状植入广告#中央电视台，包括各大媒体，谁没有播过“坑爹”的广告？,Y,NEG
12810,1,#奖状植入广告#为了印章这是一个神奇的国度，还有什么不可能的呢。。。。,N,NA
12811,1,#奖状植入广告#   现在没有不商的空间了,N,NA
12812,1,#奖状植入广告#= =，植入广告比水渗透得还快= =,Y,NEG
12813,1,#奖状植入广告#你妹的，你咋不在骨灰盒上植入广告啊，亲戚朋友都去，好去瞻仰你家的广告植入。,Y,NEG
12814,1,#奖状植入广告#学赚广告费从娃娃抓起,N,NA
12815,1,#奖状植入广告#不要脸要从娃娃抓起,Y,NEG
12816,1,#奖状植入广告#广告无处不在，这是市场经济的一种普遍现象，很正常。,Y,POS
12816,2,但我要说的是你植入的广告最好艺术点，还有是植入的广告不要喧宾夺主。,N,NA
12931,1,#奖状植入广告#满天飞的广告，就不能留点静土！,Y,NEG
12932,1,#奖状植入广告#恩恩  不觉得有什么大不了的。,Y,POS
12932,2,不错不错。。,Y,POS
